title,original_price,current_price
Sald. Dārzeņi Frozana Vecmāmiņas Dārzeņu Zupa 400g,"1,49 € - 1,79 €",1.19
Šķidrās Ziepes Dagne Ar Smiltsērkšķu Ekstr.500ml,‌,1.39
Dezodorants Nivea Black White Pure Rullītis Siev.50ml,"3,19 € - 3,49 €",2.79
Degvīns Moskovskaya Silver 40% 0.5l,"11,85 € - 12,09 €",7.89
Kafija Šķīstošā Jacobs Cronat Gold 100g Stikls,"7,25 € - 8,15 €",4.29
Kafija Šķīstošā Jacobs Kronung 200g Stikls,"15,89 € - 16,69 €",7.99
Siers Valio Holandes 500g,"4,49 € - 4,89 €",3.99
Jogurts Saldkrējuma Muah Stracciatella 380g,"1,75 € - 2,05 €",1.35
Jogurts Saldkrējuma Muah Creme Brulee Garšu 380g,"1,75 € - 2,05 €",1.35
Krēms Biezpiena Alma Straciatella 150g,"0,95 € - 1,15 €",0.65
Barība Kaķiem Kons.gourmet Gold Jērs Zaļās Pupiņas 85g,‌,0.55
Degvīns Perepjolka Klasična 40% 0.7l,"14,19 € - 14,47 €",10.79
Degvīns Perepjolka Klasična 40% 0.5l,‌,8.19
Liķieris Moka Hazelnut 25% 0.5l,‌,6.29
Cepumi Hit Ar Kakao Krēmu 220g,"1,89 € - 2,19 €",1.59
Cepumi Hit Ar Vaniļas Krēmu 220g,"1,89 € - 2,19 €",1.59
Cepumi Hit Ar Riekstu Krēmu 220g,"1,89 € - 2,19 €",1.59
Dušas Želeja Nivea Lemon Oil  250ml,"3,19 € - 3,49 €",2.79
Dezodorants Nivea Black White Izsmidz.siev.150ml,"3,19 € - 3,49 €",2.79
Dezodorants Nivea Black White Izsmidz.vīr.150ml,"3,19 € - 3,49 €",2.79
Siers Sn Čederas Šķēlēs 150g,"2,59 € - 2,69 €",1.99
Siers Sn Čederas Red 200g,‌,2.19
Biezputra Pilngraudu Auzu Rūdolfs 4+ 190g,"1,89 € - 2,19 €",1.59
Biezenis Rūdolfs Dārzeņu Ar Makaroniem Un Vistu 8+ 190g,"1,89 € - 2,19 €",1.59
Biezenis Rūdolfs Dārzeņu Ar Griķiem Un Jaunlopa Gaļu 6+ 190g,"1,89 € - 2,19 €",1.59
Biezenis Rūdolfs Cukini Ķirbis Kartupelis Ar Vistu 6+ 190g,"1,89 € - 2,19 €",1.59
Sald. Kartupeļu Daiviņas Aviko Pati Parts 600g,‌,2.19
Fileja Rīgas Miesnieks Sulīgā Broilera Sver.,"7,49 € - 9,49 €",5.99
Sald. Kruasāni Izcep Pats Mini Sviesta 9gab 300g,"3,19 € - 3,49 €",2.79
Skūšanās Želeja Gillette Sensitive Skin 200ml,"4,29 € - 4,69 €",3.79
Vīns S. Pirovano Montepulciano D Abbruzo Doc 13% 0.75l,‌,5.29
Vīns S. Pirovano Primitivo Puglia Igt 14% 0.75l,‌,6.59
Vīns B. Pirovano Pinot Grigio Delle Venezie Igt 12% 0.75l,‌,5.99
Vafeļu Torte Selga Moka 350g,"2,79 € - 3,09 €",2.39
Biezenis Rūdolfs Vistas Gaļas 6+ 120g,"2,45 € - 2,75 €",2.05
Biezenis Rūdolfs Jaunlopa Gaļas 6+ 120g,"2,59 € - 2,89 €",2.19
Viskijs Jameson 40% 0.7l,"20,49 € - 23,09 €",16.89
Saldējums Tip Top Šokolādes Garšas Vafeļu Glāzē  65g,‌,0.49
Cepamdesas Ādaži Mednieku 400g,‌,2.49
Saldējums Mr.big Van. Krēj. Šok. Glazūrā Uz Kociņa 90g,"1,09 € - 1,29 €",0.79
Kafijas Pupiņas Jacobs Kronung 1kg,‌,15.99
Sviests Estover Lauku 82% 150g,‌,0.99
Konjaks Meukow Deluxe 40% 0.7l,"38,99 € - 39,77 €",25.99
Vīns S. Augļu Kagors Sv.marija 12% 0.75l,‌,3.79
Kafijas Kapsulas Nescafe Dg Latte Machiatto 183.2g,"8,69 € - 9,89 €",6.49
Kakao Kapsulas Nescafe Dg Nesquik 256g,‌,5.99
Pelmeņi Tip Top Mini 700g,‌,2.59
Šokolādes Batoniņš Mars 51g,‌,0.95
Galetes Rice Up Brūno Rīsu Ar Melnajiem Rīsiem Bez Sāls 120g,"1,49 € - 1,79 €",1.19
Skuvekļi Gillette Venus Simply2 Vienreizliet.4 Gab.+2 Gab.,"3,69 € - 4,09 €",3.19
Pusspārni Nākotne Vistu Pikantie 250g,"2,79 € - 3,09 €",2.39
Dekors Dr.oetker Šokolādes Graudiņi 80g,"2,45 € - 2,99 €",1.56
Bulgurs Valdo Vidēja Maluma 125gx4,"1,99 € - 2,29 €",1.69
Garšviela Santa Maria Baziliks 6g,"1,89 € - 1,99 €",0.99
Maisījums Dr.oetker Saldā Krējuma Biezinātājs 9g,"0,35 € - 0,69 €",0.28
Desa Tip Top Auksti Kūpināta Šķēlēs 90g,‌,1.19
Gardums Suņiem Adventuros Nuggets 90g,"1,69 € - 1,99 €",1.39
Gardums Suņiem Adventuros Strēmeles 90g,"1,69 € - 1,99 €",1.39
Piens Tip Top 2.5% 1l,‌,0.95
Čipsi Santa Maria Načos Kukurūzas 185g,"2,15 € - 2,65 €",1.39
Gardums Kaķiem Dreamies Ar Vistu 60g,‌,1.29
Čipsi Pringles Ar Bbq Garšu 165g,‌,2.19
Sald. Pica Dr. Oetker Ristorante Mozzarella 335g,"4,99 € - 5,29 €",2.99
Zemesrieksti Jega Apvalkā Ar Bārbekjū Garšu 200g,‌,1.49
Barība Kaķiem Kons.gourmet Gold Savoury Vista Burkāni 85g,‌,0.55
Zemesrieksti Jega Apvalkā Ar Sīpolu Garšu 200g,"1,79 € - 2,09 €",1.49
Tīr.līdzeklis Ajax Logiem Zils 500ml,"2,59 € - 2,89 €",2.19
Tīr.līdzeklis Ajax Logiem Zaļš 500ml,"2,59 € - 2,89 €",2.19
